grid,taxon,domin,date,site
J55026047,Odontites vernus,,21/08/2022,Little Minnis
J55026047,Arrhenatherum elatius,,21/08/2022,Little Minnis
J55026047,Cerastium fontanum,,21/08/2022,Little Minnis
J55026047,Centaurea nigra,,21/08/2022,Little Minnis
J55026047,Cirsium vulgare,,21/08/2022,Little Minnis
J55026047,Beta vulgaris subsp. maritima,,21/08/2022,Little Minnis
J55026047,?Elytrigia atherica,,21/08/2022,Little Minnis
J55026047,?Poaceae,,21/08/2022,Little Minnis
J55026047,Dactylis glomerata,,21/08/2022,Little Minnis
J55016042,Holcus lanatus,8,21/08/2022,Little Minnis
J55016042,Heracleum sphondylium,7,21/08/2022,Little Minnis
J55016042,Veronica chamaedrys,5,21/08/2022,Little Minnis
J55016042,Centaurea nigra,5,21/08/2022,Little Minnis
J55016042,Rumex acetosa,4,21/08/2022,Little Minnis
J55016042,Stellaria graminea,3,21/08/2022,Little Minnis
J55016042,Cerastium fontanum,2,21/08/2022,Little Minnis
J55016042,Achillea millefolium,4,21/08/2022,Little Minnis
J55016042,Trifolium repens,4,21/08/2022,Little Minnis
J55016042,Plantago lanceolata,5,21/08/2022,Little Minnis
J55016042,Arrhenatherum elatius,6,21/08/2022,Little Minnis
J55016042,Trifolium pratense,4,21/08/2022,Little Minnis
J55016042,Dactylis glomerata,2,21/08/2022,Little Minnis
J55046036,Oenanthe crocata,8,21/08/2022,Little Minnis
J55046036,Heracleum sphondylium,6,21/08/2022,Little Minnis
J55046036,Arrhenatherum elatius,6,21/08/2022,Little Minnis
J55046036,Achillea ptarmica,5,21/08/2022,Little Minnis
J55046036,Holcus lanatus,5,21/08/2022,Little Minnis
J55046036,Centaurea nigra,5,21/08/2022,Little Minnis
J55046036,?Holcus mollis,4,21/08/2022,Little Minnis
J55046036,Trifolium pratense,3,21/08/2022,Little Minnis
J55046036,Lathyrus pratensis,2,21/08/2022,Little Minnis
J55046036,Cerastium fontanum,2,21/08/2022,Little Minnis
J55046036,Achillea millefolium,1,21/08/2022,Little Minnis
J55046036,Plantago lanceolata,1,21/08/2022,Little Minnis
J55046036,Ranunculus repens,1,21/08/2022,Little Minnis
J55046036,Tripleurospermum maritimum,1,21/08/2022,Little Minnis
J55046036,Rumex acetosa,1,21/08/2022,Little Minnis
J55046036,Juncus acutiflorus/articulatus agg.,0,21/08/2022,Little Minnis
J55046036,Potentilla anserina,7,21/08/2022,Little Minnis
J55046036,Lathyrus pratensis,4,21/08/2022,Little Minnis
J55046036,Juncus acutiflorus/articulatus agg.,5,21/08/2022,Little Minnis
J55046036,Oenanthe crocata,5,21/08/2022,Little Minnis
J55046036,Centaurea nigra,8,21/08/2022,Little Minnis
J55046036,Holcus lanatus,7,21/08/2022,Little Minnis
J55046036,Arrhenatherum elatius,7,21/08/2022,Little Minnis
J55046036,Achillea ptarmica,4,21/08/2022,Little Minnis
J55046036,Stellaria graminea,2,21/08/2022,Little Minnis
J55046036,Sonchus arvensis,2,21/08/2022,Little Minnis
J55046036,Festuca rubra,5,21/08/2022,Little Minnis
J55046036,Trifolium repens,3,21/08/2022,Little Minnis
J55046036,Cerastium fontanum,2,21/08/2022,Little Minnis
J55046036,Plantago lanceolata,3,21/08/2022,Little Minnis
J55046036,Ranunculus repens,1,21/08/2022,Little Minnis
J55046036,Tripleurospermum maritimum,1,21/08/2022,Little Minnis
J55056035,Cirsium arvense,,21/08/2022,Little Minnis
J55126038,Urtica dioica,,21/08/2022,Little Minnis
J55096043,?Taraxacoid,,21/08/2022,Little Minnis
J55066040,Achillea ptarmica,,21/08/2022,Little Minnis
J55036048,Suaeda maritima,,21/08/2022,Little Minnis
J55036048,Salicornia sp.,,21/08/2022,Little Minnis
J55056047,Juncus gerardii,,21/08/2022,Little Minnis
J55056047,Glaux maritima,,21/08/2022,Little Minnis
J55056047,Aster tripolium,,21/08/2022,Little Minnis
J55056047,Atriplex sp.,,21/08/2022,Little Minnis
J55056047,Agrostis stolonifera,,21/08/2022,Little Minnis
J55056047,?Elytrigia atherica,,21/08/2022,Little Minnis
J55056047,Tripleurospermum maritimum,,21/08/2022,Little Minnis
J55116042,Puccinellia maritima,,21/08/2022,Little Minnis
J55136032,Limonium humile,,21/08/2022,Little Minnis
J55136032,Suaeda maritima,,21/08/2022,Little Minnis
J55136032,Salicornia sp.,,21/08/2022,Little Minnis
J55136032,Spergularia sp.,,21/08/2022,Little Minnis
J55076033,Jacobaea vulgaris,,21/08/2022,Little Minnis
J55016045,Sisymbrium officinale,,21/08/2022,Little Minnis
