grid,taxon,domin,date,site
J54926150,Vicia sepium,3,09/09/2022,Inishanier
J54926150,Arrhenatherum elatius,2,09/09/2022,Inishanier
J54926150,Cerastium fontanum,3,09/09/2022,Inishanier
J54926150,Heracleum sphondylium,,09/09/2022,Inishanier
J54926150,Festuca rubra,8,09/09/2022,Inishanier
J54926150,?taraxacoid,3,09/09/2022,Inishanier
J54976149,Lamium sp.,,09/09/2022,Inishanier
J550614,Suaeda maritima,,09/09/2022,Inishanier
J550614,Salicornia sp.,,09/09/2022,Inishanier
J550614,Puccinellia maritima,,09/09/2022,Inishanier
J550614,Atriplex prostrata agg.,,09/09/2022,Inishanier
J550614,Limonium humile,,09/09/2022,Inishanier
J550614,?Elymus,,09/09/2022,Inishanier
J550614,Polygonum aviculare agg.,,09/09/2022,Inishanier
J550614,Tripleurospermum maritimum,,09/09/2022,Inishanier
J550614,Cochlearia officinalis,,09/09/2022,Inishanier
J550614,Spergularia media,,09/09/2022,Inishanier
J550615,?Spartina,,09/09/2022,Inishanier
J55006149,Beta vulgaris subsp. maritima,,09/09/2022,Inishanier
J54936143,Trifolium pratense,,09/09/2022,Inishanier
J54936143,Tripleurospermum maritimum,,09/09/2022,Inishanier
J54936143,Beta vulgaris subsp. maritima,,09/09/2022,Inishanier
J54926142,Stellaria media,,09/09/2022,Inishanier
J54886137,?taraxacoid,,09/09/2022,Inishanier
J54886137,Agrostis stolonifera,,09/09/2022,Inishanier
J54886137,Sonchus asper,,09/09/2022,Inishanier
J54886137,Gnaphalium uliginosum,,09/09/2022,Inishanier
J54886137,Jacobaea vulgaris,,09/09/2022,Inishanier
J54886137,Potentilla anserina,,09/09/2022,Inishanier
J54886137,?Juncus bufonius,,09/09/2022,Inishanier
J54886137,Cerastium fontanum,,09/09/2022,Inishanier
J54886137,Odontites vernus,,09/09/2022,Inishanier
J54886137,Sagina procumbens,,09/09/2022,Inishanier
J54886137,Plantago lanceolata,,09/09/2022,Inishanier
J54886137,Persicaria maculosa,,09/09/2022,Inishanier
J54886137,Centaurea nigra,,09/09/2022,Inishanier
J54886137,Poa annua,,09/09/2022,Inishanier
J54886137,Epilobium sp.,,09/09/2022,Inishanier
J54886135,Cirsium arvense,,09/09/2022,Inishanier
J54886134,Persicaria maculosa,,09/09/2022,Inishanier
J54886134,?Persicaria sp.,,09/09/2022,Inishanier
J54886134,Myosotis sp.,,09/09/2022,Inishanier
J54886134,Tripleurospermum maritimum,,09/09/2022,Inishanier
J54886134,Potentilla anserina,,09/09/2022,Inishanier
J54886134,Lathyrus pratensis,,09/09/2022,Inishanier
J54886134,Achillea millefolium,,09/09/2022,Inishanier
J54886134,Trifolium repens,,09/09/2022,Inishanier
J54886134,Veronica chamaedrys,,09/09/2022,Inishanier
J54886134,Arum maculatum,,09/09/2022,Inishanier
J54886133,Dactylorhiza fuchsii,3,09/09/2022,Inishanier
J54886133,Achillea ptarmica,5,09/09/2022,Inishanier
J54886133,Achillea millefolium,3,09/09/2022,Inishanier
J54886133,Centaurea nigra,5,09/09/2022,Inishanier
J54886133,Holcus lanatus,6,09/09/2022,Inishanier
J54886133,Heracleum sphondylium,3,09/09/2022,Inishanier
J54886133,Plantago lanceolata,6,09/09/2022,Inishanier
J54886133,Sonchus arvensis,3,09/09/2022,Inishanier
J54886133,Odontites vernus,1,09/09/2022,Inishanier
J54886133,Stellaria graminea,1,09/09/2022,Inishanier
J54886133,Ranunculus repens,1,09/09/2022,Inishanier
J54886133,Potentilla anserina,3,09/09/2022,Inishanier
J54886133,?taraxacoid,3,09/09/2022,Inishanier
J54886133,Cerastium fontanum,2,09/09/2022,Inishanier
J54886133,Cirsium arvense,1,09/09/2022,Inishanier
J54886133,Arrhenatherum elatius,4,09/09/2022,Inishanier
J54886133,Juncus conglomeratus,1,09/09/2022,Inishanier
J54886133,Jacobaea vulgaris,1,09/09/2022,Inishanier
J54886133,Trifolium repens,3,09/09/2022,Inishanier
J54886133,Juncus effusus,2,09/09/2022,Inishanier
J54886133,Festuca rubra,7,09/09/2022,Inishanier
J54886133,Rumex acetosa,2,09/09/2022,Inishanier
J54896133,Juncus gerardii,,09/09/2022,Inishanier
J54896133,Arctium minus,,09/09/2022,Inishanier
J54886132,Vicia sepium,,09/09/2022,Inishanier
J54896130,Agrostis capillaris,,09/09/2022,Inishanier
J54896130,Glaux maritima,,09/09/2022,Inishanier
J54866132,Arrhenatherum elatius,7,09/09/2022,Inishanier
J54866132,Achillea millefolium,7,09/09/2022,Inishanier
J54866132,Heracleum sphondylium,3,09/09/2022,Inishanier
J54866132,Holcus lanatus,8,09/09/2022,Inishanier
J54866132,Rumex acetosa,3,09/09/2022,Inishanier
J54866132,Plantago lanceolata,2,09/09/2022,Inishanier
J54866132,Festuca ovina,5,09/09/2022,Inishanier
J54866132,?taraxacoid,1,09/09/2022,Inishanier
J54866132,Veronica chamaedrys,3,09/09/2022,Inishanier
J54806143,Sambucus nigra,,09/09/2022,Inishanier
J54806143,Galium aparine,,09/09/2022,Inishanier
J54806143,Urtica dioica,,09/09/2022,Inishanier
J54806143,Dryopteris sp.,,09/09/2022,Inishanier
J54816142,Hyacinthoides sp.,,09/09/2022,Inishanier
J54926143,Raphanus raphanistrum subsp. maritimus,,09/09/2022,Inishanier
J54886145,Dactylis glomerata,4,09/09/2022,Inishanier
J54886145,Holcus lanatus,7,09/09/2022,Inishanier
J54886145,Arrhenatherum elatius,7,09/09/2022,Inishanier
J54886145,Achillea millefolium,5,09/09/2022,Inishanier
J54886145,Veronica chamaedrys,6,09/09/2022,Inishanier
J54886145,Plantago lanceolata,7,09/09/2022,Inishanier
J54886145,Trifolium repens,4,09/09/2022,Inishanier
J54886145,Heracleum sphondylium,8,09/09/2022,Inishanier
J54886145,Odontites vernus,3,09/09/2022,Inishanier
J54886145,Rumex acetosa,5,09/09/2022,Inishanier
J54886145,Festuca rubra,5,09/09/2022,Inishanier
J54886145,Ranunculus repens,1,09/09/2022,Inishanier
J54886145,Stellaria graminea,1,09/09/2022,Inishanier
J54886145,Cerastium fontanum,1,09/09/2022,Inishanier
