grid,taxon,domin,date,site
J54376164,Stellaria media,,10/08/2022,Inisharoan Building
J54376164,?Poa,,10/08/2022,Inisharoan Building
J54376164,Dactylis glomerata,,10/08/2022,Inisharoan Building
J54376164,Galium aparine,,10/08/2022,Inisharoan Building
J54376164,Rubus fruticosus agg.,,10/08/2022,Inisharoan Building
J54376164,Urtica dioica,,10/08/2022,Inisharoan Building
J54376164,Holcus lanatus,,10/08/2022,Inisharoan Building
J54376164,Sambucus nigra,,10/08/2022,Inisharoan Building
J54376164,Heracleum sphondylium,,10/08/2022,Inisharoan Building
J543616,Fraxinus excelsior,,10/08/2022,Inisharoan Plantation
J543616,Urtica dioica,,10/08/2022,Inisharoan Plantation
J543616,Holcus lanatus,10,10/08/2022,Inisharoan Plantation
J543616,Cirsium arvense,,10/08/2022,Inisharoan Plantation
J543616,Agrostis stolonifera,,10/08/2022,Inisharoan Plantation
J543616,Crataegus monogyna,,10/08/2022,Inisharoan Plantation
J543616,Sorbus aucuparia,,10/08/2022,Inisharoan Plantation
J543616,Quercus sp.,,10/08/2022,Inisharoan Plantation
J543616,Betula sp.,,10/08/2022,Inisharoan Plantation
J543616,Acer pseudoplatanus,,10/08/2022,Inisharoan Plantation
J543616,Arrhenatherum elatius,,10/08/2022,Inisharoan Plantation
J543616,Heracleum sphondylium,,10/08/2022,Inisharoan Plantation
J543616,Ranunculus repens,,10/08/2022,Inisharoan Plantation
J54296160,Juncus gerardii,,10/08/2022,Inisharoan
J54296160,Aster tripolium,,10/08/2022,Inisharoan
J54296160,?Elytrigia atherica,,10/08/2022,Inisharoan
J54296160,Rumex crispus,,10/08/2022,Inisharoan
J54296160,Oenanthe crocata,,10/08/2022,Inisharoan
J54296160,Tripleurospermum maritimum,,10/08/2022,Inisharoan
J54296160,Atriplex prostrata agg.,,10/08/2022,Inisharoan
J54446154,Vicia sepium,,10/08/2022,Inisharoan Scrub
J54426153,Arum maculatum,,10/08/2022,Inisharoan Scrub
