grid,taxon,domin,date,site
J52466299,Anthoxanthum odoratum,,28/07/2023,Rainey Island
J52466299,Ranunculus acris,,28/07/2023,Rainey Island
J52486306,Atriplex portulacoides,,28/07/2023,Rainey Island
J52486306,Suaeda maritima,,28/07/2023,Rainey Island
J524630,Puccinellia maritima,,28/07/2023,Rainey Island
J524630,Limonium humile,,28/07/2023,Rainey Island
J524630,Plantago maritima,,28/07/2023,Rainey Island
J52476308,Armeria maritima,,28/07/2023,Rainey Island
J52476308,Salicornia sp.,,28/07/2023,Rainey Island
J52476308,Triglochin maritima,,28/07/2023,Rainey Island
J52546304,Stachys palustris,,28/07/2023,Rainey Island
J52546304,Rumex acetosa,,28/07/2023,Rainey Island
J52546304,Potentilla anserina,,28/07/2023,Rainey Island
J52546304,Agrostis sp.,,28/07/2023,Rainey Island
J52556297,Dactylorhiza fuchsii,,28/07/2023,Rainey Island
J52556297,Trifolium pratense,,28/07/2023,Rainey Island
J52556297,Plantago lanceolata,,28/07/2023,Rainey Island
J52556297,Potentilla anserina,,28/07/2023,Rainey Island
J52556297,Agrostis sp.,,28/07/2023,Rainey Island
J52556297,Vicia cracca,,28/07/2023,Rainey Island
J52596300,Salix sp.,,28/07/2023,Rainey Island
J52596300,Typha latifolia,,28/07/2023,Rainey Island
J52616299,Gnaphalium uliginosum,,28/07/2023,Rainey Island
J52616299,Bellis perennis,,28/07/2023,Rainey Island
J52616299,Potentilla anserina,,28/07/2023,Rainey Island
J52616299,Holcus lanatus,,28/07/2023,Rainey Island
J52616299,Alopecurus geniculatus,,28/07/2023,Rainey Island
J52646299,Geranium molle,,28/07/2023,Rainey Island
J52646299,Veronica sp.,,28/07/2023,Rainey Island
J52646299,Rumex acetosella,,28/07/2023,Rainey Island
J52646299,Plantago lanceolata,,28/07/2023,Rainey Island
J526629,Cirsium vulgare,,28/07/2023,Rainey Island
J52726294,Brassicaceae,,28/07/2023,Rainey Island
J52916306,Pilosella officinarum,,28/07/2023,Rainey Island
J52996305,Plantago major,,28/07/2023,Rainey Island
J53036305,Dactylorhiza fuchsii,,28/07/2023,Rainey Island
J53036298,Ulex europaeus,,28/07/2023,Rainey Island
