grid,taxon,domin,date,site
J55086009,?Salicornia europaea,,14/08/2022,Great Minnis
J55086009,Cochlearia officinalis,,14/08/2022,Great Minnis
J55086009,Aster tripolium,,14/08/2022,Great Minnis
J55086009,Atriplex prostrata agg.,,14/08/2022,Great Minnis
J55086009,Suaeda maritima,,14/08/2022,Great Minnis
J55086009,?Spergularia media,,14/08/2022,Great Minnis
J55096008,Glaux maritima,,14/08/2022,Great Minnis
J55076006,?Elytrigia atherica,,14/08/2022,Great Minnis
J55076005,Stellaria media,,14/08/2022,Great Minnis
J55076002,Arctium minus,,14/08/2022,Great Minnis
J55076000,Sisymbrium officinale,,14/08/2022,Great Minnis
J550599,Heracleum sphondylium,7,14/08/2022,Great Minnis
J550599,Arrhenatherum elatius,8,14/08/2022,Great Minnis
J550599,Veronica chamaedrys,7,14/08/2022,Great Minnis
J550599,Oenanthe crocata,5,14/08/2022,Great Minnis
J550599,Stellaria media,,14/08/2022,Great Minnis
J550599,Urtica dioica,,14/08/2022,Great Minnis
J550599,Holcus lanatus,,14/08/2022,Great Minnis
J55046001,Capsella bursa-pastoris,,14/08/2022,Great Minnis
J55046001,?Persicaria maculosa,,14/08/2022,Great Minnis
J55046001,?Persicaria,,14/08/2022,Great Minnis
J55046001,Potentilla anserina,,14/08/2022,Great Minnis
J55046001,?Polygonum,,14/08/2022,Great Minnis
J55046001,Tripleurospermum maritimum,,14/08/2022,Great Minnis
J55046001,Stellaria media,,14/08/2022,Great Minnis
J55046001,Atriplex prostrata agg.,,14/08/2022,Great Minnis
J55046001,Poa annua,,14/08/2022,Great Minnis
J55046001,Plantago major,,14/08/2022,Great Minnis
J55046001,Centaurea nigra,,14/08/2022,Great Minnis
J55046000,Juncus effusus,,14/08/2022,Great Minnis
J55036001,Vicia sepium,,14/08/2022,Great Minnis
J55036001,Cirsium arvense,,14/08/2022,Great Minnis
J55026002,Galium verum,,14/08/2022,Great Minnis
J55026002,Lotus corniculatus,,14/08/2022,Great Minnis
J55026004,?Poa,,14/08/2022,Great Minnis
J55036010,Matricaria discoidea,,14/08/2022,Great Minnis
J55036010,Gnaphalium uliginosum,,14/08/2022,Great Minnis
J55036010,Spergularia marina,,14/08/2022,Great Minnis
J55016012,?taraxacoid,3,14/08/2022,Great Minnis
J55016012,Plantago lanceolata,7,14/08/2022,Great Minnis
J55016012,Agrostis stolonifera,2,14/08/2022,Great Minnis
J55016012,Potentilla anserina,6,14/08/2022,Great Minnis
J55016012,Cirsium arvense,3,14/08/2022,Great Minnis
J55016012,Tripleurospermum maritimum,3,14/08/2022,Great Minnis
J55016012,Trifolium repens,4,14/08/2022,Great Minnis
J55016012,Cerastium fontanum,3,14/08/2022,Great Minnis
J55016012,Holcus lanatus,8,14/08/2022,Great Minnis
J55016012,Festuca rubra,4,14/08/2022,Great Minnis
J55016012,Achillea millefolium,5,14/08/2022,Great Minnis
J55016012,Odontites vernus,0,14/08/2022,Great Minnis
J55016012,Heracleum sphondylium,1,14/08/2022,Great Minnis
J55016012,Rumex acetosa,2,14/08/2022,Great Minnis
J54986014,Galium verum,,14/08/2022,Great Minnis
J54986014,Geranium molle,,14/08/2022,Great Minnis
J54986014,Cerastium fontanum,,14/08/2022,Great Minnis
J54986014,Veronica chamaedrys,,14/08/2022,Great Minnis
J54986014,Arrhenatherum elatius,,14/08/2022,Great Minnis
J54966014,Suaeda maritima,,14/08/2022,Great Minnis
