grid,taxon,domin,date,site
J53906015,Aster tripolium,,31/07/2022,Darragh Island SE Shore
J53906015,Atriplex prostrata agg.,,31/07/2022,Darragh Island SE Shore
J53906015,Galium aparine,,31/07/2022,Darragh Island SE Shore
J53906015,Glaux maritima,,31/07/2022,Darragh Island SE Shore
J53906015,Juncus gerardii,,31/07/2022,Darragh Island SE Shore
J54005999,Agrostis capillaris,,31/07/2022,Darragh Island S Point
J54005999,Cerastium fontanum,,31/07/2022,Darragh Island S Point
J54005999,?Hyperochoeris,,31/07/2022,Darragh Island S Point
J54005999,Polygonum aviculare agg.,,31/07/2022,Darragh Island S Point
J54005999,Stellaria media,,31/07/2022,Darragh Island S Point
J54005999,Anthoxanthum odoratum,,31/07/2022,Darragh Island S Point
J54005999,Arrhenatherum elatius,,31/07/2022,Darragh Island S Point
J54005999,Arum maculatum,,31/07/2022,Darragh Island S Point
J54005999,Carex flacca,,31/07/2022,Darragh Island S Point
J54005999,Centaurea nigra,,31/07/2022,Darragh Island S Point
J54005999,Cirsium arvense,,31/07/2022,Darragh Island S Point
J54005999,Dactylis glomerata,,31/07/2022,Darragh Island S Point
J54005999,Festuca rubra,,31/07/2022,Darragh Island S Point
J54005999,Filipendula ulmaria,,31/07/2022,Darragh Island S Point
J54005999,Holcus lanatus,,31/07/2022,Darragh Island S Point
J54005999,Iris pseudacorus,,31/07/2022,Darragh Island S Point
J54005999,Lathyrus pratensis,,31/07/2022,Darragh Island S Point
J54005999,Odontites vernus,,31/07/2022,Darragh Island S Point
J54005999,Potentilla anserina,,31/07/2022,Darragh Island S Point
J54005999,Prunus spinosa,,31/07/2022,Darragh Island S Point
J54005999,Rubus fruticosus agg.,,31/07/2022,Darragh Island S Point
J54005999,Trifolium pratense,,31/07/2022,Darragh Island S Point
J54005999,Trifolium repens,,31/07/2022,Darragh Island S Point
J53866006,Rosa sp.,,31/07/2022,Darragh Island S Drumlin SW Slope
J53866006,Carex flacca,,31/07/2022,Darragh Island S Drumlin SW Slope
J53866006,Galium saxatile,,31/07/2022,Darragh Island S Drumlin SW Slope
J53866006,Prunus spinosa,,31/07/2022,Darragh Island S Drumlin SW Slope
J53866006,Teucrium scorodonia,,31/07/2022,Darragh Island S Drumlin SW Slope
J53866006,Ulex europaeus,,31/07/2022,Darragh Island S Drumlin SW Slope
J537601,Sonchus asper,,31/07/2022,Darragh Island S Drumlin SW Slope
J53806021,Agrostis capillaris,,31/07/2022,Darragh Island S Drumlin N Slope
J53806021,?Hyperochoeris,,31/07/2022,Darragh Island S Drumlin N Slope
J53806021,Anthoxanthum odoratum,,31/07/2022,Darragh Island S Drumlin N Slope
J53806021,Carex flacca,,31/07/2022,Darragh Island S Drumlin N Slope
J53806021,Centaurea nigra,,31/07/2022,Darragh Island S Drumlin N Slope
J53806021,Cynosurus cristatus,,31/07/2022,Darragh Island S Drumlin N Slope
J53806021,Dactylis glomerata,,31/07/2022,Darragh Island S Drumlin N Slope
J53806021,Galium saxatile,,31/07/2022,Darragh Island S Drumlin N Slope
J53806021,Holcus lanatus,,31/07/2022,Darragh Island S Drumlin N Slope
J53806021,Hypericum pulchrum,,31/07/2022,Darragh Island S Drumlin N Slope
J53806021,Juncus effusus,,31/07/2022,Darragh Island S Drumlin N Slope
J53806021,Lathyrus pratensis,,31/07/2022,Darragh Island S Drumlin N Slope
J53806021,Lolium perenne,,31/07/2022,Darragh Island S Drumlin N Slope
J53806021,Lotus corniculatus,,31/07/2022,Darragh Island S Drumlin N Slope
J53806021,Potentilla anglica,,31/07/2022,Darragh Island S Drumlin N Slope
J53806021,Primula vulgaris,,31/07/2022,Darragh Island S Drumlin N Slope
J53806021,Prunella vulgaris,,31/07/2022,Darragh Island S Drumlin N Slope
J53806021,Rubus fruticosus agg.,,31/07/2022,Darragh Island S Drumlin N Slope
J53806021,Teucrium scorodonia,,31/07/2022,Darragh Island S Drumlin N Slope
J53806021,Trifolium pratense,,31/07/2022,Darragh Island S Drumlin N Slope
J53806021,Trifolium repens,,31/07/2022,Darragh Island S Drumlin N Slope
J53806021,Viola riviniana,,31/07/2022,Darragh Island S Drumlin N Slope
J53726020,Silene uniflora,,31/07/2022,Darragh Island S Drumlin N Slope
J53766025,Aster tripolium,,31/07/2022,Darragh Island S Drumlin N Slope
J53766025,Glaux maritima,,31/07/2022,Darragh Island S Drumlin N Slope
J53766025,Juncus gerardii,,31/07/2022,Darragh Island S Drumlin N Slope
J53766025,Plantago maritima,,31/07/2022,Darragh Island S Drumlin N Slope
J53766025,Potentilla anserina,,31/07/2022,Darragh Island S Drumlin N Slope
J53626018,Agrostis capillaris,,31/07/2022,Darragh Island W Drumlin
J53626018,Festuca ovina agg.,,31/07/2022,Darragh Island W Drumlin
J53626018,?Hyperochoeris,,31/07/2022,Darragh Island W Drumlin
J53626018,Anthoxanthum odoratum,,31/07/2022,Darragh Island W Drumlin
J53626018,Carex flacca,,31/07/2022,Darragh Island W Drumlin
J53626018,Dactylis glomerata,,31/07/2022,Darragh Island W Drumlin
J53626018,Danthonia decumbens,,31/07/2022,Darragh Island W Drumlin
J53626018,Holcus lanatus,,31/07/2022,Darragh Island W Drumlin
J53626018,Lathyrus pratensis,,31/07/2022,Darragh Island W Drumlin
J53626018,Lotus corniculatus,,31/07/2022,Darragh Island W Drumlin
J53626018,Plantago lanceolata,,31/07/2022,Darragh Island W Drumlin
J53626018,Potentilla erecta,,31/07/2022,Darragh Island W Drumlin
J53626018,Pteridium aquilinum,,31/07/2022,Darragh Island W Drumlin
J53626018,Succisa pratensis,,31/07/2022,Darragh Island W Drumlin
J53626018,Trifolium pratense,,31/07/2022,Darragh Island W Drumlin
J53626018,Trifolium repens,,31/07/2022,Darragh Island W Drumlin
J53626018,Vicia cracca,,31/07/2022,Darragh Island W Drumlin
J53626018,Viola riviniana,,31/07/2022,Darragh Island W Drumlin
J53706015,Agrostis capillaris,,31/07/2022,Darragh Island W Drumlin Scrapes
J53706015,Poa annua,,31/07/2022,Darragh Island W Drumlin Scrapes
J53706015,Achillea millefolium,,31/07/2022,Darragh Island W Drumlin Scrapes
J53706015,Cynosurus cristatus,,31/07/2022,Darragh Island W Drumlin Scrapes
J53706015,Dactylis glomerata,,31/07/2022,Darragh Island W Drumlin Scrapes
J53706015,Galium verum,,31/07/2022,Darragh Island W Drumlin Scrapes
J53706015,Lolium perenne,,31/07/2022,Darragh Island W Drumlin Scrapes
J53706015,Lotus corniculatus,,31/07/2022,Darragh Island W Drumlin Scrapes
J53706015,Plantago lanceolata,,31/07/2022,Darragh Island W Drumlin Scrapes
J53706015,Rumex acetosa,,31/07/2022,Darragh Island W Drumlin Scrapes
J53706015,Rumex acetosella,,31/07/2022,Darragh Island W Drumlin Scrapes
J53706015,Stellaria graminea,,31/07/2022,Darragh Island W Drumlin Scrapes
J53706015,Trifolium pratense,,31/07/2022,Darragh Island W Drumlin Scrapes
J53706015,Trifolium repens,,31/07/2022,Darragh Island W Drumlin Scrapes
J53706015,Veronica chamaedrys,,31/07/2022,Darragh Island W Drumlin Scrapes
J53756016,Alliaria petiolata,,31/07/2022,Darragh Island Blackthorn Scrub
J53756016,Rumex sanguineus,,31/07/2022,Darragh Island Blackthorn Scrub
J53756016,Stellaria media,,31/07/2022,Darragh Island Blackthorn Scrub
J53756016,Ajuga reptans,,31/07/2022,Darragh Island Blackthorn Scrub
J53756016,Arum maculatum,,31/07/2022,Darragh Island Blackthorn Scrub
J53756016,Digitalis purpurea,,31/07/2022,Darragh Island Blackthorn Scrub
J53756016,Dryopteris filix-mas,,31/07/2022,Darragh Island Blackthorn Scrub
J53756016,Geranium robertianum,,31/07/2022,Darragh Island Blackthorn Scrub
J53756016,Geum urbanum,,31/07/2022,Darragh Island Blackthorn Scrub
J53756016,Hedera helix,,31/07/2022,Darragh Island Blackthorn Scrub
J53756016,Heracleum sphondylium,,31/07/2022,Darragh Island Blackthorn Scrub
J53756016,Oxalis acetosella,,31/07/2022,Darragh Island Blackthorn Scrub
J53756016,Primula vulgaris,,31/07/2022,Darragh Island Blackthorn Scrub
J53756016,Prunus spinosa,,31/07/2022,Darragh Island Blackthorn Scrub
J53756016,Ranunculus repens,,31/07/2022,Darragh Island Blackthorn Scrub
J53756016,Rubus fruticosus agg.,,31/07/2022,Darragh Island Blackthorn Scrub
J53756016,Rumex obtusifolius,,31/07/2022,Darragh Island Blackthorn Scrub
J53756016,Sambucus nigra,,31/07/2022,Darragh Island Blackthorn Scrub
J53756016,Urtica dioica,,31/07/2022,Darragh Island Blackthorn Scrub
J53756016,Veronica chamaedrys,,31/07/2022,Darragh Island Blackthorn Scrub
J53756016,Vicia sepium,,31/07/2022,Darragh Island Blackthorn Scrub
J53756016,Viola riviniana,,31/07/2022,Darragh Island Blackthorn Scrub
J53716047,Agrostis capillaris,8,31/07/2022,Darragh Island N Drumlin Rush Pasture
J53716047,Cerastium fontanum,0.5,31/07/2022,Darragh Island N Drumlin Rush Pasture
J53716047,Juncus acutiflorus/articulatus agg.,8,31/07/2022,Darragh Island N Drumlin Rush Pasture
J53716047,Achillea ptarmica,5,31/07/2022,Darragh Island N Drumlin Rush Pasture
J53716047,Anthoxanthum odoratum,2,31/07/2022,Darragh Island N Drumlin Rush Pasture
J53716047,Centaurea nigra,3,31/07/2022,Darragh Island N Drumlin Rush Pasture
J53716047,Holcus lanatus,6.5,31/07/2022,Darragh Island N Drumlin Rush Pasture
J53716047,Lathyrus pratensis,3,31/07/2022,Darragh Island N Drumlin Rush Pasture
J53716047,Lotus corniculatus,4,31/07/2022,Darragh Island N Drumlin Rush Pasture
J53716047,Plantago lanceolata,4,31/07/2022,Darragh Island N Drumlin Rush Pasture
J53716047,Potentilla anglica,3,31/07/2022,Darragh Island N Drumlin Rush Pasture
J53716047,Potentilla anserina,5,31/07/2022,Darragh Island N Drumlin Rush Pasture
J53716047,Prunella vulgaris,1,31/07/2022,Darragh Island N Drumlin Rush Pasture
J53716047,Ranunculus repens,3,31/07/2022,Darragh Island N Drumlin Rush Pasture
J53716047,Rubus fruticosus agg.,2,31/07/2022,Darragh Island N Drumlin Rush Pasture
J53716047,Rumex acetosa,2,31/07/2022,Darragh Island N Drumlin Rush Pasture
J53716047,Succisa pratensis,2.5,31/07/2022,Darragh Island N Drumlin Rush Pasture
J53716047,Trifolium pratense,0.5,31/07/2022,Darragh Island N Drumlin Rush Pasture
J53716047,Trifolium repens,5,31/07/2022,Darragh Island N Drumlin Rush Pasture
J53716047,Vicia cracca,3,31/07/2022,Darragh Island N Drumlin Rush Pasture
